year,movie_name,world_box_office,domestic_box_office,domestic_percentage,foreign_box_office,foreign_percentage
2022,Radiation House,"$5,793,450",-,-,"$5,793,450",100%
2022,Bheeshma Parvam,"$5,779,651",-,-,"$5,779,651",100%
2022,Goliath,"$5,770,632",-,-,"$5,770,632",100%
2022,Artek: Bolshoe puteshestvie,"$5,594,966",-,-,"$5,594,966",100%
2022,The Exorcism of God,"$5,333,869",-,-,"$5,333,869",100%
2022,The Wandering Moon,"$5,262,479",-,-,"$5,262,479",100%
2022,Les Segpa,"$5,205,596",-,-,"$5,205,596",100%
2022,The Cherry Bushido,"$5,122,729","$17,586",0.3%,"$5,105,143",99.7%
2022,Major,"$4,961,424",-,-,"$4,961,424",100%
2022,Maigret,"$4,917,510",-,-,"$4,917,510",100%
2022,Y cómo es él?,"$4,625,869","$1,500,636",32.4%,"$3,125,233",67.6%
2022,The Cursed,"$4,588,389","$4,588,389",100%,-,-
2022,Waiting for Bojangles,"$4,538,023",-,-,"$4,538,023",100%
2022,Kaathu Vaakula Rendu Kadhal,"$4,474,859",-,-,"$4,474,859",100%
2022,Vysehrad: Fylm,"$4,380,622",-,-,"$4,380,622",100%
2022,Permis de construire,"$4,298,296",-,-,"$4,298,296",100%
2022,Pawankhind,"$4,260,686",-,-,"$4,260,686",100%
2022,The Godfather 2022  Re-release,"$4,214,662","$1,414,662",33.6%,"$2,800,000",66.4%
2022,Free! The Final Stroke Part 2,"$4,162,396",-,-,"$4,162,396",100%
2022,Runway 34,"$4,062,826",-,-,"$4,062,826",100%
2022,In Our Prime,"$3,969,245",-,-,"$3,969,245",100%
2022,Koniec swiata czyli Kogel Mogel 4,"$3,957,350",-,-,"$3,957,350",100%
2022,Family Camp,"$3,950,794","$3,950,794",100%,-,-
2022,The Outfit,"$3,946,743","$3,344,040",84.7%,"$602,703",15.3%
2022,Beautiful Minds,"$3,923,733",-,-,"$3,923,733",100%
2022,Desperate for Marriage,"$3,878,443",-,-,"$3,878,443",100%
2022,Fireheart,"$3,866,923","$14,221",0.4%,"$3,852,702",99.6%
2022,Saunkan Saunkne,"$3,822,831",-,-,"$3,822,831",100%
2022,Em Va Trinh,"$3,796,020",-,-,"$3,796,020",100%
2022,Un Autre Monde,"$3,764,311",-,-,"$3,764,311",100%
2022,King,"$3,699,195",-,-,"$3,699,195",100%
2022,Naked Truth,"$3,628,553",-,-,"$3,628,553",100%
2022,Disobedient,"$3,601,801",-,-,"$3,601,801",100%
2022,Between Two Worlds,"$3,582,159",-,-,"$3,582,159",100%
2022,Special Delivery,"$3,581,156",-,-,"$3,581,156",100%
2022,Belli ciao,"$3,423,873",-,-,"$3,423,873",100%
2022,Crimes of the Future,"$3,294,385","$2,452,882",74.5%,"$841,503",25.5%
2022,The Way Of The Househusband,"$3,285,070",-,-,"$3,285,070",100%
2022,Gangubai Kathiawadi,"$3,271,210","$592,000",18.1%,"$2,679,210",81.9%
2022,Etharkkum Thunindhavan,"$3,266,724",-,-,"$3,266,724",100%
2022,Ox-Head Village,"$3,250,402",-,-,"$3,250,402",100%
2022,Heropanti 2,"$3,235,970",-,-,"$3,235,970",100%
2022,The One 2022 Re-release,"$3,220,291",-,-,"$3,220,291",100%
2022,Jana Gana Mana,"$3,135,150",-,-,"$3,135,150",100%
2022,Heart of Oak,"$3,068,589",-,-,"$3,068,589",100%
2022,Last Seen Alive,"$3,057,220",-,-,"$3,057,220",100%
2022,I Want To Know Your Parents,"$3,056,992",-,-,"$3,056,992",100%
2022,Le temps des secrets,"$3,047,202",-,-,"$3,047,202",100%
2022,La brigade,"$3,046,646",-,-,"$3,046,646",100%
2022,The Phantom of the Open,"$3,038,740","$513,832",16.9%,"$2,524,908",83.1%
2022,The Grandmother,"$3,029,310",-,-,"$3,029,310",100%
2022,Studio 666,"$3,018,515","$2,513,963",83.3%,"$504,552",16.7%
2022,The Young Lovers,"$3,008,126",-,-,"$3,008,126",100%
2022,Official Competition,"$2,964,312","$123,684",4.2%,"$2,840,628",95.8%
2022,Extremely Easy Job,"$2,956,808",-,-,"$2,956,808",100%
2022,Hot Blooded,"$2,901,023",-,-,"$2,901,023",100%
2022,XxxHolic,"$2,882,403",-,-,"$2,882,403",100%
2022,Chia Khoa Tram Ty,"$2,851,565",-,-,"$2,851,565",100%
2022,The Glance of Music,"$2,836,325",-,-,"$2,836,325",100%
2022,What to Do with the Dead Kaiju?,"$2,827,966",-,-,"$2,827,966",100%
2022,Seventeen Power of Love,"$2,823,989",-,-,"$2,823,989",100%
2022,Eingeschlossene Gesellschaft,"$2,773,478",-,-,"$2,773,478",100%
2022,Costa!!,"$2,738,958",-,-,"$2,738,958",100%
2022,¡Qué Despadre!,"$2,681,505",-,-,"$2,681,505",100%
2022,The Wannabes,"$2,627,605",-,-,"$2,627,605",100%
2022,Ténor,"$2,623,936",-,-,"$2,623,936",100%
2022,Vietnamese Horror Story,"$2,569,119",-,-,"$2,569,119",100%
2022,Promises,"$2,533,430",-,-,"$2,533,430",100%
2022,Mission «Sky»,"$2,515,697",-,-,"$2,515,697",100%
2022,Corro da te,"$2,500,449",-,-,"$2,500,449",100%
2022,Cherry Magic! Thirty Years Of Virginity Can Make You A Wizard?!: The Movie,"$2,493,914",-,-,"$2,493,914",100%
2022,Koschey. The Bride Kidnapper,"$2,444,636",-,-,"$2,444,636",100%
2022,Tonbi,"$2,442,782",-,-,"$2,442,782",100%
2022,The Hound of the Baskervilles,"$2,381,508",-,-,"$2,381,508",100%
2022,The Red Herring,"$2,325,148",-,-,"$2,325,148",100%
2022,Dreaming of the Meridian Arc,"$2,324,739",-,-,"$2,324,739",100%
2022,Tri kota i more priklyucheniy,"$2,299,488",-,-,"$2,299,488",100%
2022,Ensemble Stars!! Road to Show!!,"$2,287,844",-,-,"$2,287,844",100%
2022,Dharmaveer,"$2,285,089",-,-,"$2,285,089",100%
2022,Krylya nad Berlinom,"$2,276,024",-,-,"$2,276,024",100%
2022,Teasing Master Takagi-san: The Movie,"$2,262,412",-,-,"$2,262,412",100%
2022,Umma,"$2,232,593","$2,121,025",95%,"$111,568",5%
2022,Tajemství staré bambitky 2,"$2,212,343",-,-,"$2,212,343",100%
2022,The Beatles: Get Back - The Rooftop Concert,"$2,209,986","$976,712",44.2%,"$1,233,274",55.8%
2022,The Pass: Last Days of the Samurai,"$2,180,846",-,-,"$2,180,846",100%
2022,The Nan Movie,"$2,167,020",-,-,"$2,167,020",100%
2022,Around the World in 80 Days,"$2,164,782",-,-,"$2,164,782",100%
2022,Raavan,"$2,158,734",-,-,"$2,158,734",100%
2022,Jersey,"$2,156,815",-,-,"$2,156,815",100%
2022,Odinnadtsat molchalivykh muzhchin,"$2,126,741",-,-,"$2,126,741",100%
2022,The Contractor,"$2,122,288","$1,035,265",48.8%,"$1,087,023",51.2%
2022,Live is Life,"$2,105,164",-,-,"$2,105,164",100%
2022,Moy papa - vozhd,"$2,087,180",-,-,"$2,087,180",100%
2022,Final Cut,"$2,013,117",-,-,"$2,013,117",100%
2022,The Young Man 2022 Re-release,"$2,000,864",-,-,"$2,000,864",100%
2022,The Beatles: Get Back,"$1,959,336",-,-,"$1,959,336",100%
2022,Watcher,"$1,947,184","$1,947,184",100%,-,-
2022,Mia and Me,"$1,924,656",-,-,"$1,924,656",100%
2022,Jayeshbhai Jordaar,"$1,924,567",-,-,"$1,924,567",100%
2022,Wedding High,"$1,908,598",-,-,"$1,908,598",100%
2022,Aslan: Hürkus kayip Elmas,"$1,883,289",-,-,"$1,883,289",100%
2022,Love Mocktail 2,"$1,845,639",-,-,"$1,845,639",100%
2022,Po cem muzi touzí 2,"$1,814,262",-,-,"$1,814,262",100%
2022,2022 Oscar Nominated Short Films: Live Action/2022 Oscar Nominated Short Films: Animation/2022 Oscar Nominated Short Films: Documentary 2022 Oscar Nominated Short Films,"$1,801,646","$1,801,646",100%,-,-
2022,The King's Daughter,"$1,773,184","$1,758,963",99.2%,"$14,221",0.8%
2022,Kappei,"$1,770,794",-,-,"$1,770,794",100%
2022,How to Please a Woman,"$1,767,031",-,-,"$1,767,031",100%
2022,Alors on danse,"$1,760,138",-,-,"$1,760,138",100%
2022,The Desperate Hour,"$1,750,738",-,-,"$1,750,738",100%
2022,Hridayam,"$1,740,483",-,-,"$1,740,483",100%
2022,The Ancestral,"$1,739,866",-,-,"$1,739,866",100%
2018,Avengers: Infinity War,"$2,048,359,754","$678,815,482",33.1%,"$1,369,544,272",66.9%
2018,Black Panther,"$1,346,913,161","$700,059,566",52%,"$646,853,595",48%
2018,Jurassic World: Fallen Kingdom,"$1,308,467,944","$417,719,760",31.9%,"$890,748,184",68.1%
2018,Incredibles 2,"$1,242,805,359","$608,581,744",49%,"$634,223,615",51%
2018,Aquaman,"$1,148,461,807","$335,061,807",29.2%,"$813,400,000",70.8%
2018,Bohemian Rhapsody,"$903,655,259","$216,428,042",24%,"$687,227,217",76%
2018,Venom,"$856,085,151","$213,515,506",24.9%,"$642,569,645",75.1%
2018,Mission: Impossible - Fallout,"$791,115,104","$220,159,104",27.8%,"$570,956,000",72.2%
2018,Deadpool 2,"$734,546,611","$318,491,426",43.4%,"$416,055,185",56.6%
2018,Fantastic Beasts: The Crimes of Grindelwald,"$654,855,901","$159,555,901",24.4%,"$495,300,000",75.6%
2018,Ant-Man and the Wasp,"$622,674,139","$216,648,740",34.8%,"$406,025,399",65.2%
2018,Ready Player One,"$582,890,172","$137,690,172",23.6%,"$445,200,000",76.4%
2018,Operation Red Sea,"$579,330,426","$1,543,547",0.3%,"$577,786,879",99.7%
2018,Detective Chinatown 2,"$544,185,156","$1,983,984",0.4%,"$542,201,172",99.6%
2018,The Meg,"$530,243,742","$145,443,742",27.4%,"$384,800,000",72.6%
2018,Ralph Breaks the Internet,"$529,323,962","$201,091,711",38%,"$328,232,251",62%
2018,Hotel Transylvania 3: Summer Vacation,"$528,583,774","$167,510,016",31.7%,"$361,073,758",68.3%
2018,The Grinch,"$511,595,957","$270,620,950",52.9%,"$240,975,007",47.1%
2018,Bumblebee,"$467,989,645","$127,195,589",27.2%,"$340,794,056",72.8%
2018,Dying to Survive,"$451,176,639",-,-,"$451,176,639",100%
2018,A Star Is Born,"$436,188,866","$215,288,866",49.4%,"$220,900,000",50.6%
2018,Rampage,"$428,028,233","$101,028,233",23.6%,"$327,000,000",76.4%
2018,Mamma Mia! Here We Go Again,"$395,044,706","$120,634,935",30.5%,"$274,409,771",69.5%
2018,Solo: A Star Wars Story,"$392,924,807","$213,767,512",54.4%,"$179,157,295",45.6%
2018,Spider-Man: Into the Spider-Verse,"$375,540,831","$190,241,310",50.7%,"$185,299,521",49.3%
2018,Fifty Shades Freed,"$371,985,018","$100,407,760",27%,"$271,577,258",73%
2018,Hello Mr. Billionaire,"$366,961,907",-,-,"$366,961,907",100%
2018,The Nun,"$365,550,119","$117,450,119",32.1%,"$248,100,000",67.9%
2018,Monster Hunt 2,"$361,682,618","$706,153",0.2%,"$360,976,465",99.8%
2018,Peter Rabbit,"$351,266,433","$115,253,424",32.8%,"$236,013,009",67.2%
2018,Mary Poppins Returns,"$349,537,494","$171,958,438",49.2%,"$177,579,056",50.8%
2018,A Quiet Place,"$340,939,361","$188,024,361",55.1%,"$152,915,000",44.9%
2018,Green Book,"$321,752,656","$85,080,171",26.4%,"$236,672,485",73.6%
2018,Skyscraper,"$304,868,961","$68,420,120",22.4%,"$236,448,841",77.6%
2018,Ocean's Eight,"$297,718,711","$140,218,711",47.1%,"$157,500,000",52.9%
2018,Pacific Rim: Uprising,"$290,930,148","$59,874,525",20.6%,"$231,055,623",79.4%
2018,Maze Runner: The Death Cure,"$288,175,335","$58,032,443",20.1%,"$230,142,892",79.9%
2018,Tomb Raider,"$274,650,803","$58,250,803",21.2%,"$216,400,000",78.8%
2018,Halloween,"$255,485,178","$159,342,015",62.4%,"$96,143,163",37.6%
2018,Crazy Rich Asians,"$238,532,921","$174,532,921",73.2%,"$64,000,000",26.8%
2018,Creed II,"$214,215,889","$115,715,889",54%,"$98,500,000",46%
2018,Smallfoot,"$214,040,103","$83,240,103",38.9%,"$130,800,000",61.1%
2018,Us and Them,"$209,221,380",-,-,"$209,221,380",100%
2018,The Island,"$198,326,350","$670,883",0.3%,"$197,655,467",99.7%
2018,Christopher Robin,"$197,744,377","$99,215,042",50.2%,"$98,529,335",49.8%
2018,The Equalizer 2,"$190,400,157","$102,084,362",53.6%,"$88,315,795",46.4%
2018,Project Gutenberg,"$188,116,796",-,-,"$188,116,796",100%
2018,The Mule,"$174,804,407","$103,804,407",59.4%,"$71,000,000",40.6%
2018,The Nutcracker and the Four Realms,"$173,961,069","$54,858,851",31.5%,"$119,102,218",68.5%
2018,Insidious: The Last Key,"$167,885,588","$67,745,330",40.4%,"$100,140,258",59.6%
2018,The Predator,"$160,542,134","$51,024,708",31.8%,"$109,517,426",68.2%
2018,Johnny English Strikes Again,"$158,970,776","$4,412,170",2.8%,"$154,558,606",97.2%
2018,Red Sparrow,"$151,572,634","$46,874,505",30.9%,"$104,698,129",69.1%
2018,More Than Blue,"$142,958,164","$722,669",0.5%,"$142,235,495",99.5%
2018,The First Purge,"$137,056,262","$69,488,745",50.7%,"$67,567,517",49.3%
2018,How Long Will I Love U,"$136,796,719","$746,933",0.5%,"$136,049,786",99.5%
2018,A Wrinkle in Time,"$132,675,864","$100,478,608",75.7%,"$32,197,256",24.3%
2018,The House with a Clock in Its Walls,"$131,457,147","$68,549,695",52.1%,"$62,907,452",47.9%
2018,Instant Family,"$120,556,201","$67,363,237",55.9%,"$53,192,964",44.1%
2018,A Cool Fish,"$118,153,135","$551,876",0.5%,"$117,601,259",99.5%
2018,Game Night,"$117,679,066","$69,179,066",58.8%,"$48,500,000",41.2%
2018,Dragon Ball Super: Broly,"$115,757,940","$30,712,119",26.5%,"$85,045,821",73.5%
2018,The Monkey King 3,"$115,084,576","$187,074",0.2%,"$114,897,502",99.8%
2018,First Man,"$105,697,415","$44,936,545",42.5%,"$60,760,870",57.5%
2018,Book Club,"$104,438,188","$68,566,296",65.7%,"$35,871,892",34.3%
2018,Night School,"$103,105,878","$77,339,130",75%,"$25,766,748",25%
2018,Detective Conan: Zero the Enforcer,"$101,860,359",-,-,"$101,860,359",100%
2018,Alpha,"$98,203,196","$35,857,181",36.5%,"$62,346,015",63.5%
2018,Along With the Gods: The Last 49 Days,"$97,962,238","$1,200,246",1.2%,"$96,761,992",98.8%
2018,A Simple Favor,"$97,644,617","$53,548,586",54.8%,"$44,096,031",45.2%
2018,Boonie Bears: The Big Shrink,"$96,845,907",-,-,"$96,845,907",100%
2018,The Favourite,"$95,918,706","$34,366,783",35.8%,"$61,551,923",64.2%
2018,Truth or Dare,"$95,330,493","$41,411,015",43.4%,"$53,919,478",56.6%
2018,Kill Mobile,"$94,870,905",-,-,"$94,870,905",100%
2018,I Feel Pretty,"$94,539,426","$48,795,601",51.6%,"$45,743,825",48.4%
2018,Blockers,"$94,017,294","$60,311,495",64.1%,"$33,705,799",35.9%
2018,BlacKkKlansman,"$93,400,823","$49,275,340",52.8%,"$44,125,483",47.2%
2018,Goosebumps 2: Slappy's Revenge,"$93,320,380","$46,700,633",50%,"$46,619,747",50%
2018,Shadow,"$91,708,374","$521,396",0.6%,"$91,186,978",99.4%
2018,Overboard,"$91,244,913","$50,316,123",55.1%,"$40,928,790",44.9%
2018,Sherlock Gnomes,"$90,497,778","$43,242,871",47.8%,"$47,254,907",52.2%
2018,Detective Dee: The Four Heavenly Kings,"$90,040,771","$262,963",0.3%,"$89,777,808",99.7%
2018,"Hello, Mrs. Money","$86,874,070",-,-,"$86,874,070",100%
2018,Robin Hood,"$86,489,031","$30,824,628",35.6%,"$55,664,403",64.4%
2018,I Can Only Imagine,"$86,086,881","$83,482,352",97%,"$2,604,529",3%
2018,Hidden Man,"$85,170,581",-,-,"$85,170,581",100%
2018,Mortal Engines,"$83,672,673","$15,951,040",19.1%,"$67,721,633",80.9%
2018,iPartment the Movie,"$81,096,321",-,-,"$81,096,321",100%
2018,Doraemon the Movie: Nobita's Treasure Island,"$80,920,916",-,-,"$80,920,916",100%
2018,Den of Thieves,"$80,509,622","$44,947,622",55.8%,"$35,562,000",44.2%
2018,Hereditary,"$80,200,936","$44,069,456",54.9%,"$36,131,480",45.1%
2018,Code Blue: The Movie,"$78,778,562",-,-,"$78,778,562",100%
2018,Tag,"$78,130,625","$54,730,625",70.1%,"$23,400,000",29.9%
2018,Sanju,"$76,693,052","$7,909,317",10.3%,"$68,783,735",89.7%
2018,Vice,"$76,073,488","$47,836,282",62.9%,"$28,237,206",37.1%
2018,Widows,"$75,984,700","$42,402,632",55.8%,"$33,582,068",44.2%
2018,Sicario: Day of the Soldado,"$75,837,743","$50,072,235",66%,"$25,765,508",34%
2018,Searching,"$75,462,037","$26,020,957",34.5%,"$49,441,080",65.5%
2018,The Spy Who Dumped Me,"$75,320,680","$33,562,069",44.6%,"$41,758,611",55.4%
2018,Animal World,"$74,922,830",-,-,"$74,922,830",100%
2018,Amazing China,"$72,506,343",-,-,"$72,506,343",100%
2018,Second Act,"$72,282,227","$39,282,227",54.3%,"$33,000,000",45.7%
2018,Spirited Away 2018 Re-release,"$70,186,029","$1,175,067",1.7%,"$69,010,962",98.3%
2018,Shoplifters,"$67,999,335","$3,313,513",4.9%,"$64,685,822",95.1%
2018,12 Strong,"$67,450,815","$45,819,713",67.9%,"$21,631,102",32.1%
2018,"Love, Simon","$66,316,289","$40,826,341",61.6%,"$25,489,948",38.4%
2018,Mile 22,"$66,308,758","$36,108,758",54.5%,"$30,200,000",45.5%
2018,Life of the Party,"$65,859,911","$53,059,911",80.6%,"$12,800,000",19.4%
2018,L Storm,"$64,517,456",-,-,"$64,517,456",100%
2018,Capernaum,"$64,417,003","$1,661,096",2.6%,"$62,755,907",97.4%
2018,Isle of Dogs,"$64,241,499","$32,015,231",49.8%,"$32,226,268",50.2%
2018,Andhadhun,"$62,475,342","$1,193,046",1.9%,"$61,282,296",98.1%
2018,Adrift,"$59,945,012","$31,445,012",52.5%,"$28,500,000",47.5%
2018,The 15:17 to Paris,"$57,076,286","$36,276,286",63.6%,"$20,800,000",36.4%
2018,A or B,"$56,239,049",-,-,"$56,239,049",100%
2018,Go Brother!,"$54,663,060",-,-,"$54,663,060",100%
2018,Early Man,"$54,622,814","$8,267,544",15.1%,"$46,355,270",84.9%
2018,Peppermint,"$53,918,723","$35,418,723",65.7%,"$18,500,000",34.3%
2018,Teen Titans GO! To the Movies,"$52,090,236","$29,790,236",57.2%,"$22,300,000",42.8%
2018,Slender Man,"$51,738,549","$30,569,484",59.1%,"$21,169,065",40.9%
2018,Breaking In,"$51,411,620","$46,840,590",91.1%,"$4,571,030",8.9%
2018,Cry Me a Sad River,"$51,400,614",-,-,"$51,400,614",100%
2018,Once Upon a Deadpool 2018 Re-release,"$51,349,833","$6,100,309",11.9%,"$45,249,524",88.1%
2018,Simmba,"$51,329,025","$5,102,129",9.9%,"$46,226,896",90.1%
2018,Family is Family,"$49,954,866",-,-,"$49,954,866",100%
2018,Death Wish,"$49,562,710","$34,017,028",68.6%,"$15,545,682",31.4%
2018,The Magic Tuche,"$47,427,990",-,-,"$47,427,990",100%
2018,Golden Job,"$47,287,851","$285,795",0.6%,"$47,002,056",99.4%
2018,Mary Queen of Scots,"$46,712,809","$16,468,499",35.3%,"$30,244,310",64.7%
2018,Uncle Drew,"$46,664,414","$42,469,946",91%,"$4,194,468",9%
2018,Acrimony,"$46,403,669","$43,549,096",93.8%,"$2,854,573",6.2%
2018,Asterix: The Secret of the Magic Potion,"$45,972,321","$1,271,953",2.8%,"$44,700,368",97.2%
2018,Bajrangi Bhaijaan 2018 Re-release,"$45,579,004",-,-,"$45,579,004",100%
2018,Winchester,"$44,019,588","$25,091,816",57%,"$18,927,772",43%
2018,Annihilation,"$43,070,915","$32,732,301",76%,"$10,338,614",24%
2018,The Possession of Hannah Grace,"$43,016,528","$14,837,422",34.5%,"$28,179,106",65.5%
2018,Long Day's Journey Into Night,"$42,140,994","$521,365",1.2%,"$41,619,629",98.8%
2018,Overlord,"$41,657,844","$21,704,844",52.1%,"$19,953,000",47.9%
2018,The Great Battle,"$41,509,280","$472,166",1.1%,"$41,037,114",98.9%
2018,The Darkest Minds,"$41,142,379","$12,695,691",30.9%,"$28,446,688",69.1%
2018,"Lost, Found","$41,043,552",-,-,"$41,043,552",100%
2018,Holmes & Watson,"$40,466,970","$30,573,626",75.6%,"$9,893,344",24.4%
2018,Intimate Strangers,"$39,576,060",-,-,"$39,576,060",100%
2018,Thugs of Hindostan,"$39,570,044","$1,449,848",3.7%,"$38,120,196",96.3%
2018,Sink or Swim,"$39,193,850",-,-,"$39,193,850",100%
2018,Show Dogs,"$39,156,854","$17,857,020",45.6%,"$21,299,834",54.4%
2018,Believer,"$39,047,153","$365,639",0.9%,"$38,681,514",99.1%
2018,The Spy Gone North,"$38,844,509","$500,803",1.3%,"$38,343,706",98.7%
2018,On the Basis of Sex,"$38,673,750","$24,622,687",63.7%,"$14,051,063",36.3%
2018,Taxi 5,"$38,598,227",-,-,"$38,598,227",100%
2018,Fat Buddies,"$37,496,410",-,-,"$37,496,410",100%
2018,Till The End Of The World,"$37,013,733","$118,660",0.3%,"$36,895,073",99.7%
2018,2.0,"$36,945,969","$4,152,000",11.2%,"$32,793,969",88.8%
2018,Nothing to Lose,"$36,075,317","$1,016,188",2.8%,"$35,059,129",97.2%
2018,Mia and the White Lion,"$35,487,190","$399,471",1.1%,"$35,087,719",98.9%
2018,The Girl in the Spider's Web,"$35,164,920","$14,841,338",42.2%,"$20,323,582",57.8%
2018,The Hate U Give,"$34,934,009","$29,719,483",85.1%,"$5,214,526",14.9%
2018,Nobody's Fool,"$33,705,333","$31,713,110",94.1%,"$1,992,223",5.9%
2018,Baaghi 2,"$33,139,063","$1,319,579",4%,"$31,819,484",96%
2018,The Hurricane Heist,"$32,517,248","$6,115,825",18.8%,"$26,401,423",81.2%
2018,All About Me,"$31,920,159",-,-,"$31,920,159",100%
2018,Bad Times at the El Royale,"$31,882,724","$17,839,115",56%,"$14,043,609",44%
2018,Beautiful Boy,"$31,711,319","$7,649,973",24.1%,"$24,061,346",75.9%
2018,Hunter Killer,"$31,672,678","$15,767,460",49.8%,"$15,905,218",50.2%
2018,Super Troopers 2,"$31,626,386","$30,617,396",96.8%,"$1,008,990",3.2%
2018,The Strangers: Prey at Night,"$31,039,126","$24,586,708",79.2%,"$6,452,418",20.8%
2018,Gintama 2: Rules are Made to be Broken,"$30,896,653",-,-,"$30,896,653",100%
2018,The Way of the Bug,"$30,355,804",-,-,"$30,355,804",100%
2018,Clergy,"$30,114,115",-,-,"$30,114,115",100%
2018,Ice,"$29,806,210",-,-,"$29,806,210",100%
2018,Free Solo,"$29,390,279","$17,541,090",59.7%,"$11,849,189",40.3%
2018,Dark Figure of Crime,"$29,176,133",-,-,"$29,176,133",100%
2018,Pad Man,"$29,045,020","$1,670,192",5.8%,"$27,374,828",94.2%
2018,Mirai,"$28,756,961","$812,794",2.8%,"$27,944,167",97.2%
2018,Default,"$27,694,043","$203,775",0.7%,"$27,490,268",99.3%
2018,One Cut of the Dead,"$27,590,180","$52,406",0.2%,"$27,537,774",99.8%
2018,The Happytime Murders,"$27,506,452","$20,706,452",75.3%,"$6,800,000",24.7%
2018,Midnight Sun,"$27,365,467","$9,561,064",34.9%,"$17,804,403",65.1%
2018,VIP Policeman,"$27,222,681",-,-,"$27,222,681",100%
2018,My Neighbor Totoro 2018 Re-release,"$27,083,857","$1,144,649",4.2%,"$25,939,208",95.8%
2018,The Faces of My Gene,"$26,796,279",-,-,"$26,796,279",100%
2018,Badhaai Ho,"$26,125,610",-,-,"$26,125,610",100%
2018,Hichki,"$26,055,222","$330,279",1.3%,"$25,724,943",98.7%
2018,White Boy Rick,"$25,957,482","$24,011,188",92.5%,"$1,946,294",7.5%
2018,"Paul, Apostle of Christ","$25,915,966","$17,560,475",67.8%,"$8,355,491",32.2%
2018,Champions,"$25,766,564",-,-,"$25,766,564",100%
2018,Keys To The Heart,"$25,375,866","$75,134",0.3%,"$25,300,732",99.7%
2018,Stan & Ollie,"$24,420,923","$5,470,235",22.4%,"$18,950,688",77.6%
2018,The Witch: Part 1 - The Subversion,"$24,340,302",-,-,"$24,340,302",100%
2018,The Accidental Detective 2: In Action,"$24,243,825","$179,045",0.7%,"$24,064,780",99.3%
2018,Killing for the Prosecution,"$23,929,620",-,-,"$23,929,620",100%
2018,Pokémon the Movie: The Power of Us,"$23,740,788","$789,170",3.3%,"$22,951,618",96.7%
2018,The Guernsey Literary and Potato Peel Pie Society,"$23,148,937",-,-,"$23,148,937",100%
2018,The Crimes That Bind,"$23,144,130",-,-,"$23,144,130",100%
2018,New Happy Dad and Son 3: Adventure in Russia,"$23,130,469",-,-,"$23,130,469",100%
2018,Padmaavat,"$22,991,060","$11,846,060",51.5%,"$11,145,000",48.5%
2018,Won't You Be My Neighbor?,"$22,844,741","$22,835,787",100%,"$8,954",<0.1%
2018,Europe Raiders,"$22,435,156",-,-,"$22,435,156",100%
2018,Mojin: The Worm Valley,"$22,381,583","$101,516",0.5%,"$22,280,067",99.5%
2018,Stree,"$22,075,730",-,-,"$22,075,730",100%
2021,Spider-Man: No Way Home,"$1,901,232,550","$804,793,477",42.3%,"$1,096,439,073",57.7%
2021,The Battle at Lake Changjin,"$902,540,935","$342,411",<0.1%,"$902,198,524",100%
2021,"Hi, Mom","$822,009,764",-,-,"$822,009,764",100%
2021,No Time to Die,"$774,153,007","$160,891,007",20.8%,"$613,262,000",79.2%
2021,F9: The Fast Saga,"$726,229,501","$173,005,945",23.8%,"$553,223,556",76.2%
2021,Detective Chinatown 3,"$686,257,563",-,-,"$686,257,563",100%
2021,Venom: Let There Be Carnage,"$506,863,592","$213,550,366",42.1%,"$293,313,226",57.9%
2021,Godzilla vs. Kong,"$470,067,014","$100,916,094",21.5%,"$369,150,920",78.5%
2021,Shang-Chi and the Legend of the Ten Rings,"$432,243,292","$224,543,292",51.9%,"$207,700,000",48.1%
2021,Sing 2,"$406,755,591","$162,790,990",40%,"$243,964,601",60%
2021,Eternals,"$402,064,899","$164,870,234",41%,"$237,194,665",59%
2021,Dune,"$401,847,900","$108,327,830",27%,"$293,520,070",73%
2021,Black Widow,"$379,751,655","$183,651,655",48.4%,"$196,100,000",51.6%
2021,Free Guy,"$331,526,598","$121,626,598",36.7%,"$209,900,000",63.3%
2021,A Quiet Place Part II,"$297,372,261","$160,072,261",53.8%,"$137,300,000",46.2%
2021,Encanto,"$256,294,458","$96,093,622",37.5%,"$160,200,836",62.5%
2021,Cruella,"$233,503,234","$86,103,234",36.9%,"$147,400,000",63.1%
2021,"My Country, My Parents","$221,715,716","$166,807",<0.1%,"$221,548,909",99.9%
2021,Jungle Cruise,"$220,889,446","$116,987,516",53%,"$103,901,930",47%
2021,The Conjuring: The Devil Made Me Do It,"$206,401,480","$65,631,050",31.8%,"$140,770,430",68.2%
2021,Raging Fire,"$205,846,481","$385,305",0.2%,"$205,461,176",99.8%
2021,Ghostbusters: Afterlife,"$197,360,575","$129,360,575",65.5%,"$68,000,000",34.5%
2021,Chinese Doctors,"$197,143,218",-,-,"$197,143,218",100%
2021,Cliff Walkers,"$181,325,565","$152,972",<0.1%,"$181,172,593",99.9%
2021,The Suicide Squad,"$168,657,565","$55,817,425",33.1%,"$112,840,140",66.9%
2021,Space Jam: A New Legacy,"$163,732,928","$70,592,228",43.1%,"$93,140,700",56.9%
2021,Jujutsu Kaisen 0: The Movie,"$161,577,527","$29,693,448",18.4%,"$131,884,079",81.6%
2021,The Matrix Resurrections,"$157,297,525","$37,686,805",24%,"$119,610,720",76%
